name,price,brand,url,image,supplier
Bazic Assorted Chalk with Eraser Set | 12-Piece Chalk Set |,5.50,Eraser,https://computerworldslu.com/product/bazic-assorted-chalk-with-eraser-set-12-piece-chalk-set/,https://computerworldslu.com/wp-content/uploads/2023/06/download-41.jpeg,computer world
Bazic Assorted Color Binding Clips | Vibrant Clips for Document Organization |,5.00,Clips,https://computerworldslu.com/product/bazic-assorted-color-binding-clips-vibrant-clips-for-document-organization/,https://computerworldslu.com/wp-content/uploads/2023/06/764608002636-300x300.jpg,computer world
Bazic Assorted Color File Folder Labels – Organize and Color Code with Vibrant Adhesive Labels,4.80,Labels,https://computerworldslu.com/product/bazic-assorted-color-file-folder-labels-organize-and-color-code-with-vibrant-adhesive-labels/,https://computerworldslu.com/wp-content/uploads/2023/06/698aa4_ead7e790a6354e4eb0dd213efb659205mv2-300x300.jpg,computer world
Bazic Assorted Color Jumbo Push Pins | Large Tacks for Bulletin Boards |,4.55,Office Supplies,https://computerworldslu.com/product/bazic-assorted-color-jumbo-push-pins-large-tacks-for-bulletin-boards/,https://computerworldslu.com/wp-content/uploads/2023/06/764608002100-300x300.png,computer world
Bazic Assorted Dry-Erase Markers 4pk | Whiteboard Markers Set |,4.95,Markers,https://computerworldslu.com/product/bazic-assorted-dry-erase-markers-4pk-whiteboard-markers-set/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l1600-300x300.jpg,computer world
Bazic Assorted Filing Tabs | Colorful Tabs for Organizing Documents |,6.50,STATIONERY,https://computerworldslu.com/product/bazic-assorted-filing-tabs-colorful-tabs-for-organizing-documents/,https://computerworldslu.com/wp-content/uploads/2023/06/download-3-1.png,computer world
Bazic Assorted Fine Tip Permanent Markers 8-Pack,8.50,Markers,https://computerworldslu.com/product/bazic-assorted-fine-tip-permanent-markers-8-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/16257376511740389564-1200x630-1-300x300.jpg,computer world
Bazic Assorted Jumbo Permanent Markers 3-Pack,6.55,Markers,https://computerworldslu.com/product/bazic-assorted-jumbo-permanent-markers-3-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/1245-300x300.jpg,computer world
Bazic Assorted Pen/Pencil Gel Grip 8-Pack,3.85,Grips,https://computerworldslu.com/product/bazic-assorted-pen-pencil-gel-grip-8-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/1502-2-600x600-1-300x300.jpg,computer world
Bazic Assorted Rubber Bands,4.95,Rubber Bands,https://computerworldslu.com/product/bazic-assorted-rubber-bands/,https://computerworldslu.com/wp-content/uploads/2023/06/38112-300x300.jpg,computer world
Bazic Assorted Satin Binder Clips | Colorful Clips for Organizing Documents |,5.00,Clips,https://computerworldslu.com/product/bazic-assorted-satin-binder-clips-colorful-clips-for-organizing-documents/,https://computerworldslu.com/wp-content/uploads/2023/06/275__68908-300x300.jpg,computer world
BAZIC Assorted Size Color Binder Clip | Colorful Clips for Organizing Papers |,5.55,Clips,https://computerworldslu.com/product/bazic-assorted-size-color-binder-clip-colorful-clips-for-organizing-papers/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l500-300x300.jpg,computer world
Bazic Assorted Translucent Color Push Pins | Vibrant Tacks for Bulletin Boards |,5.50,Office Supplies,https://computerworldslu.com/product/bazic-assorted-translucent-color-push-pins-vibrant-tacks-for-bulletin-boards/,https://computerworldslu.com/wp-content/uploads/2023/06/208-300x300.jpg,computer world
Bazic Bright Color Mini Permanent Markers,5.55,Markers,https://computerworldslu.com/product/bazic-bright-color-mini-permanent-markers/,https://computerworldslu.com/wp-content/uploads/2023/06/764608012635-300x300.jpg,computer world
Bazic Canary 5 Tab Insertable Dividers – Colorful and Convenient Organization,5.95,Canary Divider,https://computerworldslu.com/product/bazic-canary-5-tab-insertable-dividers-colorful-and-convenient-organization/,https://computerworldslu.com/wp-content/uploads/2023/07/prod_17604826028-300x300.jpg,computer world
Bazic Chisel Tip Triangle Dry-Erase Markers – Bold and Vibrant Markers for Whiteboards and Erasable Surfaces,10.00,Markers,https://computerworldslu.com/product/bazic-chisel-tip-triangle-dry-erase-markers-bold-and-vibrant-markers-for-whiteboards-and-erasable-surfaces/,https://computerworldslu.com/wp-content/uploads/2023/06/download-_9_.png,computer world
Bazic Claro Transparent 12 inch Ruler,1.95,Ruler,https://computerworldslu.com/product/bazic-claro-transparent-12-inch-ruler/,https://computerworldslu.com/wp-content/uploads/2023/06/ezgif.com-webp-to-jpg-300x300.jpg,computer world
Bazic Classic Color Glitter Glue 6.76 fl oz,6.65,Glitter glue,https://computerworldslu.com/product/bazic-classic-color-glitter-glue-6-76-fl-oz/,https://computerworldslu.com/wp-content/uploads/2023/06/36838__48346.1562563204.1280.1280__35810-300x300.jpg,computer world
Bazic Clear Push Pins | Transparent Tacks for Bulletin Boards |,5.00,Office Supplies,https://computerworldslu.com/product/bazic-clear-push-pins-transparent-tacks-for-bulletin-boards/,https://computerworldslu.com/wp-content/uploads/2023/06/764608002070-300x300.jpg,computer world
Bazic Clear Standard Stapler: Transparent Office Stapler for Modern Organization,7.75,Office Supplies,https://computerworldslu.com/product/bazic-clear-standard-stapler-transparent-office-stapler-for-modern-organization/,https://computerworldslu.com/wp-content/uploads/2023/08/624-4__11744-300x300.jpg,computer world
Bazic Clear Washable School Glue Color,5.95,Glue,https://computerworldslu.com/product/bazic-clear-washable-school-glue-color/,https://computerworldslu.com/wp-content/uploads/2023/06/764608020463-Blue-scaled-1-300x300.jpg,computer world
Bazic Color  Assorted Rubber Bands,4.95 – 6.25,Rubber Bands,https://computerworldslu.com/product/bazic-color-assorted-rubber-bands/,https://computerworldslu.com/wp-content/uploads/2023/06/1625952119434122980-1200x630-1-300x300.jpg,computer world
Bazic Color Coding Labels – Organize and Identify with Vibrant Adhesive Labels,5.50,Labels,https://computerworldslu.com/product/bazic-color-coding-labels-organize-and-identify-with-vibrant-adhesive-labels/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l400-14-300x300.jpg,computer world
Bazic Colored Paper Cube 75mm x 75mm 552 Sheets – Square Sticky Note Pad for Colorful Reminders,5.55,Note Paper,https://computerworldslu.com/product/bazic-colored-paper-cube-75mm-x-75mm-552-sheets-square-sticky-note-pad-for-colorful-reminders/,https://computerworldslu.com/wp-content/uploads/2023/06/ezgif.com-webp-to-jpg-8.jpg,computer world
Bazic Colored Pencil 24pk,10.85,School Supplies,https://computerworldslu.com/product/bazic-colored-pencil-24pk/,https://computerworldslu.com/wp-content/uploads/2023/04/71V9iH4ZbL._AC_UF8941000_QL80_-300x300.jpg,computer world
Bazic Combo Sets (290 pieces) – Assorted Office and School Supplies Bundle,19.95,Clips,https://computerworldslu.com/product/bazic-combo-sets-290-pieces-assorted-office-and-school-supplies-bundle/,https://computerworldslu.com/wp-content/uploads/2023/06/290-5-scaled-1.jpg,computer world
Bazic Cork Board | Whiteboard with Magnets |,21.00 – 30.00,Cork Board,https://computerworldslu.com/product/bazic-cork-board-whiteboard-with-magnets/,https://computerworldslu.com/wp-content/uploads/2023/06/ace_9016464-300x300.jpg,computer world
Bazic Coupon/Check Size Poly String Envelope,5.00,Folder,https://computerworldslu.com/product/bazic-coupon-check-size-poly-string-envelope/,https://computerworldslu.com/wp-content/uploads/2023/06/764608031896-2-300x300.png,computer world
Bazic Cushion Wrap 12″ x 5 ft | Protective Bubble Wrap for Packing and Shipping |,6.50,Packaging Supplies,https://computerworldslu.com/product/bazic-cushion-wrap-12-x-5-ft-protective-bubble-wrap-for-packing-and-shipping/,https://computerworldslu.com/wp-content/uploads/2023/06/5000__27555-300x300.jpg,computer world
Bazic Date Stamp with Ink Pad: Convenient Solution for Marking Dates with Clarity,6.95,Office Supplies,https://computerworldslu.com/product/bazic-date-stamp-with-ink-pad-convenient-solution-for-marking-dates-with-clarity/,https://computerworldslu.com/wp-content/uploads/2023/08/71ZjeeBbnyL._AC_UF8941000_QL80_-300x300.jpg,computer world
Bazic Dayton Black Rollerball Pen 3pk,5.95,Office Supplies,https://computerworldslu.com/product/bazic-dayton-black-rollerball-pen-3pk/,https://computerworldslu.com/wp-content/uploads/2023/04/16257489751727967773-800x800-1.jpg,computer world
Bazic Desktop Tape Dispenser | Non-Slip Base |,10.50,Dispenser,https://computerworldslu.com/product/bazic-desktop-tape-dispenser-non-slip-base/,https://computerworldslu.com/wp-content/uploads/2023/06/764608009406-300x300.jpg,computer world
Bazic Desktop Tape Dispenser | Non-Slip Base |,13.25,Dispenser,https://computerworldslu.com/product/bazic-desktop-tape-dispenser-non-slip-base-2/,https://computerworldslu.com/wp-content/uploads/2023/06/764608009420--300x300.jpg,computer world
Bazic Dividers with 12 Preprinted A-Z Tab – Organize Your Documents with Ease,8.00,Office Supplies,https://computerworldslu.com/product/bazic-dividers-with-12-preprinted-a-z-tab-organize-your-documents-with-ease/,https://computerworldslu.com/wp-content/uploads/2023/07/764608031858-300x300.jpg,computer world
Bazic Dividers with 12 Preprinted Jan-Dec Tab – Organize Your Documents by Month,8.00,Office Supplies,https://computerworldslu.com/product/bazic-dividers-with-12-preprinted-jan-dec-tab-organize-your-documents-by-month/,https://computerworldslu.com/wp-content/uploads/2023/07/ezgif.com-webp-to-jpg-6-300x300.jpg,computer world
"Bazic Dividers with 5, 8 & 10-Insertable Color Tabs – Organize and Customize Your Binders",6.00 – 7.95,Office Supplies,https://computerworldslu.com/product/bazic-dividers-with-5-8-10-insertable-color-tabs-organize-and-customize-your-binders/,https://computerworldslu.com/wp-content/uploads/2023/07/71CnBEHfdCL._AC_UF8941000_QL80_-300x300.jpg,computer world
Bazic Document Frame 8 1/2 x 11 | Sleek Frame for Displaying Important Documents |,6.75,Frame,https://computerworldslu.com/product/bazic-document-frame-8-1-2-x-11-sleek-frame-for-displaying-important-documents/,https://computerworldslu.com/wp-content/uploads/2023/06/download-43.jpeg,computer world
Bazic Document Holder – Organize and Protect Your Important Papers,6.95,Folder,https://computerworldslu.com/product/bazic-document-holder-organize-and-protect-your-important-papers/,https://computerworldslu.com/wp-content/uploads/2023/07/ace_9016339-300x300.jpg,computer world
Bazic Double Tip Fluorescent Highlighter 5pk,6.95,Office Supplies,https://computerworldslu.com/product/bazic-double-tip-fluorescent-highlighter-5pk/,https://computerworldslu.com/wp-content/uploads/2023/04/764608023334.jpg,computer world
Bazic Double-Tip  Permanent Marker  3-Pack,7.00,Markers,https://computerworldslu.com/product/bazic-double-tip-permanent-marker-3-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/ace_9015416-300x300.jpg,computer world
Bazic Drawing & Sketching Pencil,4.95 – 7.00,Pencils,https://computerworldslu.com/product/bazic-drawing-sketching-pencil/,https://computerworldslu.com/wp-content/uploads/2023/06/download-4.jpg,computer world
"Bazic Dry-Erase Starter Kit | Whiteboard Set | Includes Markers, Eraser, and Cleaner |",20.25,Eraser,https://computerworldslu.com/product/bazic-dry-erase-starter-kit-whiteboard-set-includes-markers-eraser-and-cleaner/,https://computerworldslu.com/wp-content/uploads/2023/06/bazic-dry-erase-starter-kit-300x300.jpg,computer world
Bazic Dual Blade Square Sharpener 4-Pack,5.95,Pencil sharpener,https://computerworldslu.com/product/bazic-dual-blade-square-sharpener-4-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/16256408321776856408-800x800-1-300x300.jpg,computer world
Bazic Dual Blades Sharpener,2.75,Pencil sharpener,https://computerworldslu.com/product/bazic-dual-blades-sharpener/,https://computerworldslu.com/wp-content/uploads/2023/06/ezgif.com-webp-to-jpg-4-300x300.jpg,computer world
Bazic Duct Tape Bright Color 1.88 in x 10 yrd 910 – Strong and Vibrant Adhesive Tape for Repairs and Crafts,5.95,Office Supplies,https://computerworldslu.com/product/bazic-duct-tape-bright-color-1-88-in-x-10-yrd-910-strong-and-vibrant-adhesive-tape-for-repairs-and-crafts/,https://computerworldslu.com/wp-content/uploads/2023/06/d78004e5dcf032e6be57911624e9d61406beb4a6-300x300.jpg,computer world
BAZIC Dustless White Chalk | Non-Toxic Chalk for Blackboards |,5.55,Chalk,https://computerworldslu.com/product/bazic-dustless-white-chalk-non-toxic-chalk-for-blackboards/,https://computerworldslu.com/wp-content/uploads/2023/06/78048-300x300.jpg,computer world
Bazic Elite Letter Document Holder – Pack of 2 for Efficient Organization,6.95,Folder,https://computerworldslu.com/product/bazic-elite-letter-document-holder-pack-of-2-for-efficient-organization/,https://computerworldslu.com/wp-content/uploads/2023/07/3196-300x300.jpg,computer world
Bazic Erasable Gel Pen Black/Red/Blue,5.55,Pens,https://computerworldslu.com/product/bazic-erasable-gel-pen-black-red-blue/,https://computerworldslu.com/wp-content/uploads/2023/06/764608170649-300x300.jpg,computer world
Bazic Essence Gel Pen 6pk Assorted/Black,7.00,Office Supplies,https://computerworldslu.com/product/bazic-essence-gel-pen-6pk-assorted-black/,https://computerworldslu.com/wp-content/uploads/2023/04/s-l500-29.jpg,computer world
Bazic Fiero Blue Fiber Tip Pen 4-Pack,5.55,Pens,https://computerworldslu.com/product/bazic-fiero-blue-fiber-tip-pen-4-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/17017-300x300.jpg,computer world
Bazic Flags Neon Color | Vibrant Sticky Flags for Highlighting |,,STATIONERY,https://computerworldslu.com/product/bazic-flags-neon-color-vibrant-sticky-flags-for-highlighting/,https://computerworldslu.com/wp-content/uploads/2023/06/download-2-300x163.png,computer world
Bazic Flat Natural Paint Brush 9-Pack | High-Quality Brushes for Painting |,10.50,Paint brush,https://computerworldslu.com/product/bazic-flat-natural-paint-brush-9-pack-high-quality-brushes-for-painting/,https://computerworldslu.com/wp-content/uploads/2023/06/3984_2048x-300x300.jpg,computer world
Bazic Fluorescent Essence Gel Pen,6.25,School Supplies,https://computerworldslu.com/product/bazic-fluorescent-essence-gel-pen/,https://computerworldslu.com/wp-content/uploads/2023/04/s-l1600-2-300x300.jpg,computer world
Bazic Fluorescent Highlighter 3 pkt,7.00,School Supplies,https://computerworldslu.com/product/bazic-fluorescent-highlighter-3-pkt/,https://computerworldslu.com/wp-content/uploads/2023/04/2326-4-600x600-1.jpg,computer world
Bazic Fluorescent Multi-Purpose Labels – Bright and Versatile Adhesive Labels for Various Applications,5.50,Labels,https://computerworldslu.com/product/bazic-fluorescent-multi-purpose-labels-bright-and-versatile-adhesive-labels-for-various-applications/,https://computerworldslu.com/wp-content/uploads/woocommerce-placeholder.jpg,computer world
Bazic Fluorescent Wood Pencils 8-Pack,4.95,Pencils,https://computerworldslu.com/product/bazic-fluorescent-wood-pencils-8-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/714_8PkFluorescentPencils-300x300.jpg,computer world
Bazic Fruit Scented Mini Highlighters 6pk,5.55,Office Supplies,https://computerworldslu.com/product/bazic-fruit-scented-mini-highlighters-6pk/,https://computerworldslu.com/wp-content/uploads/2023/04/download-20.jpg,computer world
Bazic Geometric Composition Book – Stylish Notebook for Creative Writing,4.95,Note Books,https://computerworldslu.com/product/bazic-geometric-composition-book-stylish-notebook-for-creative-writing/,https://computerworldslu.com/wp-content/uploads/woocommerce-placeholder.jpg,computer world
Bazic Geometric Letter Clipboard: Stylish and Functional Clipboard for Organized Notekeeping,9.50,Clip Board,https://computerworldslu.com/product/bazic-geometric-letter-clipboard-stylish-and-functional-clipboard-for-organized-notekeeping/,https://computerworldslu.com/wp-content/uploads/2023/08/1830-300x300.jpg,computer world
Bazic Glitter Tape | 1.88 in x 3 Yards | Sparkly Decorative Tape |,6.95,Office Supplies,https://computerworldslu.com/product/bazic-glitter-tape-1-88-in-x-3-yards-sparkly-decorative-tape/,https://computerworldslu.com/wp-content/uploads/2023/06/1625570292347206002-800x800-1-300x300.jpg,computer world
Bazic GR8 Assorted/Black Oil Gel Pen,5.95,Office Supplies,https://computerworldslu.com/product/bazic-gr8-assorted-black-oil-gel-pen/,https://computerworldslu.com/wp-content/uploads/2023/04/s-l500-30.jpg,computer world
BAZIC GX8 OIL GEL PEN,7.95,Office Supplies,https://computerworldslu.com/product/bazic-gx8-oil-gel-pen/,https://computerworldslu.com/wp-content/uploads/2021/06/764608170236_540x.jpg,computer world
"Bazic Hardboard Clipboard for Memo, Letter, and Legal: Durable Clipboard for Organized Note-taking",4.95 – 9.50,Clip Board,https://computerworldslu.com/product/bazic-hardboard-clipboard-for-memo-letter-and-legal-durable-clipboard-for-organized-note-taking/,https://computerworldslu.com/wp-content/uploads/2023/08/64608018033-300x300.png,computer world
Bazic Heavy Duty Self-Loading Cutter | Efficient Cutting Tool for Various Materials |,9.25,Cutter,https://computerworldslu.com/product/bazic-heavy-duty-self-loading-cutter-efficient-cutting-tool-for-various-materials/,https://computerworldslu.com/wp-content/uploads/2023/06/download-4.png,computer world
Bazic Heavy Duty Super Clear Tape 1.88 x 54.6 yrd – Strong Transparent Adhesive Tape for Packaging and Repairs,5.75,Office Supplies,https://computerworldslu.com/product/bazic-heavy-duty-super-clear-tape-1-88-x-54-6-yrd-strong-transparent-adhesive-tape-for-packaging-and-repairs/,https://computerworldslu.com/wp-content/uploads/2023/06/16259929221457092412-1200x630-1-300x300.jpg,computer world
Bazic Heavy Weight Sheet Protector 50pk – Premium Protection for Documents and Papers,22.00,Office Supplies,https://computerworldslu.com/product/bazic-heavy-weight-sheet-protector-50pk-premium-protection-for-documents-and-papers/,https://computerworldslu.com/wp-content/uploads/2023/07/2133-300x300.jpg,computer world
Bazic Hello Name Badge Label – Stylish and Professional Identification Labels,4.45,Badges,https://computerworldslu.com/product/bazic-hello-name-badge-label-stylish-and-professional-identification-labels/,https://computerworldslu.com/wp-content/uploads/2023/06/3812-600x600-1-300x300.jpg,computer world
Bazic Holographic Duct Tape 1.88in x 5yd – Shiny and Decorative Adhesive Tape for Crafts and DIY Projects,6.95,Holographic,https://computerworldslu.com/product/bazic-holographic-duct-tape-1-88in-x-5yd-shiny-and-decorative-adhesive-tape-for-crafts-and-diy-projects/,https://computerworldslu.com/wp-content/uploads/2023/06/961-3-600x600-1-300x300.jpg,computer world
Bazic Ixion Assorted Retractable Pen 5 Pack,6.25,Pens,https://computerworldslu.com/product/bazic-ixion-assorted-retractable-pen-5-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/ezgif.com-gif-maker-300x300.jpg,computer world
Bazic Jumbo Color Chalk 15pcs – Large and Vibrant Chalk Set for Artistic Drawings and Outdoor Fun,10.50,Chalk,https://computerworldslu.com/product/bazic-jumbo-color-chalk-15pcs-large-and-vibrant-chalk-set-for-artistic-drawings-and-outdoor-fun/,https://computerworldslu.com/wp-content/uploads/2023/06/61gZhHZgeMS._AC_UF8941000_QL80_-300x300.jpg,computer world
Bazic Jumbo Multipurpose Cutter 2pk | Heavy-Duty Cutting Tool for Versatile Applications |,5.95,Cutter,https://computerworldslu.com/product/bazic-jumbo-multipurpose-cutter-2pk-heavy-duty-cutting-tool-for-versatile-applications/,https://computerworldslu.com/wp-content/uploads/2023/06/download-22.jpeg,computer world
Bazic Jumbo Oil Pastel 12-Pack | Vibrant Colors for Artistic Expression |,5.95,Cryaons,https://computerworldslu.com/product/bazic-jumbo-oil-pastel-12-pack-vibrant-colors-for-artistic-expression/,https://computerworldslu.com/wp-content/uploads/2023/06/3-300x300.png,computer world
Bazic Jumbo Paper Clips | Large Clips for Holding Papers |,4.95 – 5.50,Clips,https://computerworldslu.com/product/bazic-jumbo-paper-clips-large-clips-for-holding-papers/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l500-1-300x300.jpg,computer world
Bazic Jumbo Permanent Marker 2-Pack,5.50,Markers,https://computerworldslu.com/product/bazic-jumbo-permanent-marker-2-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/e29bff2f58e9ea39894c595604a88dfb8c3d0598__48230-300x300.jpg,computer world
Bazic Jumbo Vinyl Eraser 4-Pack,5.55,Eraser,https://computerworldslu.com/product/bazic-jumbo-vinyl-eraser-4-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l1600-7-300x300.jpg,computer world
Bazic Key Tag with Label Window | Durable Key Tags for Easy Identification |,5.55,STATIONERY,https://computerworldslu.com/product/bazic-key-tag-with-label-window-durable-key-tags-for-easy-identification/,https://computerworldslu.com/wp-content/uploads/2023/06/190087-300x300.jpg,computer world
Bazic Key Tag with Label Window | Durable Key Tags for Easy Identification |,4.95,STATIONERY,https://computerworldslu.com/product/bazic-key-tag-with-label-window-durable-key-tags-for-easy-identification-2/,https://computerworldslu.com/wp-content/uploads/2023/06/189366-300x300.jpg,computer world
Bazic Lace Duct Tape – Decorative and Unique Adhesive Tape for Crafts and DIY Projects,6.95,Office Supplies,https://computerworldslu.com/product/bazic-lace-duct-tape-decorative-and-unique-adhesive-tape-for-crafts-and-diy-projects/,https://computerworldslu.com/wp-content/uploads/2023/06/9013-7-300x300.jpg,computer world
Bazic Large Binder Clips 12pk – Heavy-Duty Metal Paper Clamps for Office and School Use,12.00,Clips,https://computerworldslu.com/product/bazic-large-binder-clips-12pk-heavy-duty-metal-paper-clamps-for-office-and-school-use/,https://computerworldslu.com/wp-content/uploads/2023/06/46e9ba0d2ec7a7ba90a773d3a65c49c3_grande-300x300.jpg,computer world
Bazic Large Binder Clips 51mm 4pk | Heavy-Duty Clips for Secure Document Organization |,5.55,Clips,https://computerworldslu.com/product/bazic-large-binder-clips-51mm-4pk-heavy-duty-clips-for-secure-document-organization/,https://computerworldslu.com/wp-content/uploads/2023/06/download-18.jpeg,computer world
Bazic Lead Refill 2B 0.5mm/0.7mm 3-Pack (793/792) – Smooth and Dark Lead Refills for Mechanical Pencils,4.95,Lead Refills,https://computerworldslu.com/product/bazic-lead-refill-2b-0-5mm-0-7mm-3-pack-793-792-smooth-and-dark-lead-refills-for-mechanical-pencils/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l1600-8-300x300.jpg,computer world
Bazic Lead Refill 2B 0.7mm 3-Pack,5.55,Lead Refills,https://computerworldslu.com/product/bazic-lead-refill-2b-0-7mm-3-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l500-48-300x300.jpg,computer world
Bazic Letter Document Holder – Organize and Store Your Letter-Sized Documents,6.95,Document Holder,https://computerworldslu.com/product/bazic-letter-document-holder-organize-and-store-your-letter-sized-documents/,https://computerworldslu.com/wp-content/uploads/2023/07/Bazic-CCN-Dume-83-300x300.jpg,computer world
Bazic Lettering Stencil Sets 4pk,5.55,School Supplies,https://computerworldslu.com/product/bazic-lettering-stencil-sets-4pk/,https://computerworldslu.com/wp-content/uploads/2023/04/s-l500-22.jpg,computer world
Bazic Lumiere Assorted/Black Oil Gel Pen,5.95,School Supplies,https://computerworldslu.com/product/bazic-lumiere-assorted-black-oil-gel-pen/,https://computerworldslu.com/wp-content/uploads/2023/04/41KJ6qAx87L._AC_UL600_SR600600_.jpg,computer world
Bazic Magnetic Paper Clip Dispenser | Convenient Desk Accessory |,5.50,Clips,https://computerworldslu.com/product/bazic-magnetic-paper-clip-dispenser-convenient-desk-accessory/,https://computerworldslu.com/wp-content/uploads/2023/06/bazic-magnetic-paper-clips-holder-bazic-amman-764608002407-300x300.jpg,computer world
Bazic Magnetic Storage Box – Durable Organizer with Magnetic Closure for Office and Hom,5.35,Office Supplies,https://computerworldslu.com/product/bazic-magnetic-storage-box-durable-organizer-with-magnetic-closure-for-office-and-hom/,https://computerworldslu.com/wp-content/uploads/2023/06/3f8c49fb-dc2d-4fab-954a-086a4da8538a.56bad1bb212d9551cabdeb1bb5b3eb0a-300x300.jpeg,computer world
Bazic Magnetic Storage Box – Durable Organizer with Magnetic Closure for Office and Home,3.00,Clips,https://computerworldslu.com/product/bazic-magnetic-storage-box-durable-organizer-with-magnetic-closure-for-office-and-home/,https://computerworldslu.com/wp-content/uploads/2023/06/267901__35600-300x300.jpg,computer world
Bazic Magnetic Whiteboard Eraser | Dry Erase Board Eraser |,5.55,Eraser,https://computerworldslu.com/product/bazic-magnetic-whiteboard-eraser-dry-erase-board-eraser/,https://computerworldslu.com/wp-content/uploads/2023/06/764608060063-1-600x600-1-300x300.png,computer world
Bazic Medium Binder Clips | Durable Clips for Securing Documents |,4.55,Clips,https://computerworldslu.com/product/bazic-medium-binder-clips-durable-clips-for-securing-documents/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l400-1-300x300.jpg,computer world
Bazic Medium Binder Clips 12pk | Assorted Colors |,5.45,Clips,https://computerworldslu.com/product/bazic-medium-binder-clips-12pk-assorted-colors/,https://computerworldslu.com/wp-content/uploads/2023/06/download-33.jpeg,computer world
Bazic Medium Binder Clips 8pk Assorted | Durable Clips for Document Organization |,5.50,Clips,https://computerworldslu.com/product/bazic-medium-binder-clips-8pk-assorted-durable-clips-for-document-organization/,https://computerworldslu.com/wp-content/uploads/2023/06/download-12.jpeg,computer world
Bazic Memo Books 4″ x 6″ – Pack of 2 with 50 Sheets Each for Notes and Reminders,5.95,Memo Pads,https://computerworldslu.com/product/bazic-memo-books-4-x-6-pack-of-2-with-50-sheets-each-for-notes-and-reminders/,https://computerworldslu.com/wp-content/uploads/2023/08/501-300x300.jpg,computer world
Bazic Memo Plastic Clipboard: Sturdy Clipboard for Convenient Note-Taking and Organization,4.95,Clip Board,https://computerworldslu.com/product/bazic-memo-plastic-clipboard-sturdy-clipboard-for-convenient-note-taking-and-organization/,https://computerworldslu.com/wp-content/uploads/2023/08/download-18.jpeg,computer world
Bazic Metal Book Ring Assorted | Durable Rings for Bookbinding and Organization |,5.95,Book Ring,https://computerworldslu.com/product/bazic-metal-book-ring-assorted-durable-rings-for-bookbinding-and-organization/,https://computerworldslu.com/wp-content/uploads/2023/06/download-11.jpeg,computer world
Bazic Metal Pencil Sharpener 6-Pack,5.95,Pencil sharpener,https://computerworldslu.com/product/bazic-metal-pencil-sharpener-6-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/s-l500-47-300x300.jpg,computer world
Bazic Metallic Bubble Mailers 8.5 in x 11.25 in | Pack of 10 |,3.45,Packaging Supplies,https://computerworldslu.com/product/bazic-metallic-bubble-mailers-8-5-in-x-11-25-in-pack-of-10/,https://computerworldslu.com/wp-content/uploads/2023/06/5426-300x300.jpg,computer world
Bazic Metallic Markers,13.95,Markers,https://computerworldslu.com/product/bazic-metallic-markers/,https://computerworldslu.com/wp-content/uploads/2023/06/1236-300x300.jpg,computer world
Bazic Metro 0.7 mm Mechanical Pencil 3pk,5.35,Pencils,https://computerworldslu.com/product/bazic-metro-0-7-mm-mechanical-pencil-3pk/,https://computerworldslu.com/wp-content/uploads/2023/06/bazic-metro-07mm-mechanical-pencil-3-pack-300x300.jpg,computer world
Bazic Mini Fluorescent Highlighter 6pk,5.95,Office Supplies,https://computerworldslu.com/product/bazic-mini-fluorescent-highlighter-6pk/,https://computerworldslu.com/wp-content/uploads/2023/04/ezgif-3-ed608d063f-300x300.jpg,computer world
Bazic Mini Highlighter  4pk,5.95,Office Supplies,https://computerworldslu.com/product/bazic-mini-highlighter-4pk/,https://computerworldslu.com/wp-content/uploads/2023/04/download-21.jpg,computer world
Bazic Mini Stapler with 500 Staples – Compact Office Stapler,5.75,Office Supplies,https://computerworldslu.com/product/bazic-mini-stapler-with-500-staples-compact-office-stapler/,https://computerworldslu.com/wp-content/uploads/2023/08/619-5-300x300.jpg,computer world
"Bazic Modeling Dough – 5 oz, 3-Pack",8.95,Modeling Dough,https://computerworldslu.com/product/bazic-modeling-dough-5-oz-3-pack/,https://computerworldslu.com/wp-content/uploads/2023/06/3312__04929-300x300.jpg,computer world
Bazic Mounting Tape 0.5 x 200 in | Double-Sided Adhesive Tape |,5.75,Mounting,https://computerworldslu.com/product/bazic-mounting-tape-0-5-x-200-in-double-sided-adhesive-tape/,https://computerworldslu.com/wp-content/uploads/2023/06/download-40.jpeg,computer world
